Id,Label,timeset,eigencentrality,indegree,outdegree,Degree,clustering,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,modularity_class
KWM,,,0.000916,2,2,4,1,0.000142,10,0.222405,0.233491,0,2,2,4,7
NTN,,,0.000914,2,2,4,0,0.000155,10,0.222464,0.233663,0.000604,2,2,4,7
WEI,,,0.000751,1,1,2,0,0.000082,10,0.222391,0.233343,0,2,2,4,7
HGN,,,0.001333,1,1,2,0,0.000066,10,0.224013,0.235729,0,1,1,2,7
NNT,,,0.002729,2,2,4,1,0.000095,10,0.225615,0.239129,0,2,2,4,7
PHS,,,0.002729,2,2,4,1,0.000095,10,0.225615,0.239129,0,3,3,6,7
PYY,,,0.001333,1,1,2,0,0.000066,10,0.224013,0.235729,0,1,1,2,7
CNY,,,0.003791,1,1,2,0,0.000065,10,0.245101,0.258558,0,1,1,2,8
COD,,,0.009615,2,2,4,1,0.000086,9,0.257786,0.273305,0,2,2,4,8
COQ,,,0.001685,3,3,6,0,0.000122,10,0.227714,0.239756,0.000002,4,4,8,12
NZH,,,0.019364,10,10,20,0.444444,0.00025,9,0.275539,0.297146,0.000107,11,11,22,3
COU,,,0.016304,2,2,4,1,0.000081,9,0.281089,0.298857,0,4,4,8,8
CPE,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,2,2,4,8
GZP,,,0.040088,6,6,12,0.6,0.000145,8,0.280249,0.302617,0.000007,6,6,12,1
KRP,,,0.008647,1,1,2,0,0.000058,8,0.263499,0.278898,0,1,1,2,1
PLQ,,,0.020582,3,3,6,1,0.000086,8,0.266052,0.28333,0,3,3,6,1
RNN,,,0.008647,1,1,2,0,0.000058,8,0.263499,0.278898,0,1,1,2,1
SFJ,,,0.009942,8,8,16,0.25,0.000518,8,0.265613,0.282073,0.018851,8,8,16,22
SGD,,,0.008647,1,1,2,0,0.000058,8,0.263499,0.278898,0,1,1,2,1
CPR,,,0.015289,3,3,6,1,0.000103,9,0.261479,0.2779,0,3,3,6,8
ELS,,,0.004981,4,4,8,1,0.000163,10,0.253509,0.269481,0,5,5,10,4
GRJ,,,0.00475,3,3,6,1,0.000129,10,0.25349,0.269333,0,5,5,10,4
HDS,,,0.004293,2,2,4,1,0.000099,10,0.253471,0.269185,0,2,2,4,4
HLA,,,0.001317,2,2,4,1,0.000101,10,0.23146,0.242312,0,4,4,8,4
KIM,,,0.004293,2,2,4,1,0.000099,10,0.253471,0.269185,0,2,2,4,4
MQP,,,0.005007,4,4,8,0.666667,0.000162,10,0.253509,0.269481,0,4,4,8,4
PBZ,,,0.00086,1,2,3,1,0.000071,10,0.253471,0.269185,0,1,2,3,4
PLZ,,,0.004981,4,4,8,1,0.000163,10,0.253509,0.269481,0,9,9,18,4
UTN,,,0.004293,2,2,4,1,0.000099,10,0.253471,0.269185,0,2,2,4,4
WVB,,,0.004814,3,3,6,1,0.000132,10,0.253548,0.269457,0,3,3,6,4
CPX,,,0.002571,1,1,2,0,0.000063,10,0.238742,0.251154,0,1,1,2,8
FNI,,,0.012295,4,4,8,0.166667,0.000094,9,0.236966,0.254399,0,4,4,8,1
LRH,,,0.033948,8,8,16,0.357143,0.000155,9,0.262761,0.284804,0.000006,10,10,20,1
PGF,,,0.028751,5,5,10,0.4,0.000109,9,0.259789,0.281102,0.000001,5,5,10,1
RDZ,,,0.024592,4,4,8,0.333333,0.000096,9,0.259729,0.280856,0,4,4,8,1
VOL,,,0.015952,4,4,8,0.3,0.000095,9,0.283496,0.304628,0.000001,5,5,10,1
CRM,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,2,2,4,12
CRP,,,0.016685,3,4,7,0.666667,0.000096,10,0.273419,0.29225,0,5,5,10,8
CSK,,,0.00017,1,1,2,1,0.000071,10,0.239776,0.252661,0,1,1,2,4
LLF,,,0.00834,3,3,6,1,0.000091,10,0.233299,0.249873,0,3,3,6,12
CSY,,,0.012678,2,2,4,1,0.00008,9,0.258734,0.278803,0,2,2,4,3
LMP,,,0.013677,3,3,6,0.833333,0.000081,9,0.251846,0.266997,0,3,3,6,1
ULP,,,0.000351,2,2,4,0,0.0002,11,0.195507,0.20249,0.000805,2,2,4,7
CTM,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,1,1,2,8
FKS,,,0.001797,2,2,4,1,0.000089,10,0.227117,0.238642,0,4,4,8,12
FSZ,,,0.023295,7,7,14,0.904762,0.000173,9,0.274732,0.29433,0,10,10,20,12
HIJ,,,0.032944,9,9,18,0.791667,0.000214,9,0.280435,0.301426,0.000002,17,17,34,12
HKD,,,0.014612,6,6,12,0.7,0.000168,10,0.264138,0.281732,0,10,10,20,12
HNA,,,0.003702,4,4,8,0.5,0.000139,10,0.239334,0.252302,0.000008,4,4,8,12
IBR,,,0.012052,5,5,10,0.7,0.000143,9,0.266957,0.284936,0.000004,5,5,10,12
KIJ,,,0.029009,10,10,20,0.6,0.000245,9,0.280645,0.301598,0.000313,16,16,32,12
KMQ,,,0.03254,9,9,18,0.902778,0.000218,9,0.280226,0.300982,0.000001,17,17,34,12
KUH,,,0.008693,3,3,6,0.833333,0.000108,10,0.260853,0.277196,0,5,5,10,12
MMB,,,0.006033,3,3,6,1,0.000111,10,0.254177,0.268937,0,6,6,12,12
MMJ,,,0.002973,2,2,4,1,0.000084,10,0.239114,0.251488,0,2,2,4,12
OKA,,,0.065369,32,32,64,0.341734,0.000741,9,0.287576,0.313162,0.000753,62,61,123,12
OKJ,,,0.026275,8,8,16,0.696429,0.000199,9,0.275899,0.296285,0.000003,13,13,26,12
SDJ,,,0.040076,15,14,29,0.661905,0.000341,9,0.280086,0.301144,0.000032,31,31,62,12
SHB,,,0.004033,2,2,4,1,0.000092,10,0.252034,0.26598,0,2,2,4,12
TOY,,,0.024504,6,6,12,0.766667,0.000156,9,0.275359,0.295589,0.000001,9,9,18,12
UKB,,,0.008039,8,8,16,0.464286,0.000227,10,0.25226,0.267165,0.000002,12,12,24,12
WKJ,,,0.004033,2,2,4,1,0.000092,10,0.252034,0.26598,0,2,2,4,12
YGJ,,,0.018928,6,6,12,0.8,0.00017,9,0.277988,0.296742,0.000012,8,8,16,12
DCY,,,0.003929,1,1,2,0,0.00006,10,0.243037,0.25851,0,4,4,8,12
DLU,,,0.009328,4,4,8,0.833333,0.000113,10,0.245439,0.262863,0,7,7,14,12
KGT,,,0.003929,1,1,2,0,0.00006,10,0.243037,0.25851,0,1,1,2,12
KHG,,,0.0088,4,4,8,0.5,0.000136,10,0.247508,0.265971,0.000067,13,13,26,12
LZY,,,0.004558,2,2,4,1,0.000082,10,0.243107,0.258806,0,5,5,10,12
TCZ,,,0.008864,4,4,8,1,0.000113,10,0.245368,0.262665,0,5,5,10,12
YIN,,,0.005984,2,2,4,1,0.00008,10,0.246335,0.263508,0,4,4,8,12
CUE,,,0.002076,2,2,4,1,0.000105,10,0.23502,0.248498,0,3,3,6,8
CUL,,,0.010436,7,7,14,0.857143,0.000189,10,0.258062,0.274003,0,16,16,32,8
LAP,,,0.008894,6,6,12,0.933333,0.00017,10,0.257472,0.273353,0,10,10,20,8
OAX,,,0.01809,5,5,10,0.9,0.000141,10,0.272405,0.291416,0,6,6,12,8
PBC,,,0.022616,6,6,12,0.866667,0.000156,10,0.275561,0.295087,0.000001,7,7,14,8
QRO,,,0.020931,5,5,10,0.8,0.000137,10,0.275516,0.29489,0.000001,7,7,14,8
REX,,,0.011291,5,5,10,0.7,0.000157,10,0.256105,0.273,0.000002,8,8,16,8
SLP,,,0.024442,6,6,12,0.733333,0.000166,10,0.275854,0.295729,0.000001,8,8,16,8
TAM,,,0.017825,5,5,10,1,0.000143,10,0.272075,0.291016,0,7,7,14,8
TGZ,,,0.012619,5,5,10,1,0.000142,10,0.261519,0.278124,0,8,8,16,8
TRC,,,0.025466,6,6,12,1,0.00016,10,0.275516,0.295329,0,10,10,20,8
VER,,,0.020954,9,9,18,0.722222,0.000233,10,0.272537,0.292107,0.000004,16,16,32,8
VSA,,,0.020279,8,8,16,0.75,0.000216,10,0.272185,0.291559,0.00001,13,13,26,8
YEG,,,0.124797,37,38,75,0.317923,0.001008,8,0.317865,0.344342,0.006303,71,68,139,8
PEM,,,0.002726,2,2,4,1,0.000117,10,0.246893,0.260086,0,3,3,6,9
MMU,,,0.003511,2,2,4,0,0.000093,10,0.241767,0.254275,0,2,2,4,8
CVM,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,2,2,4,8
CVU,,,0.000469,2,2,4,1,0.00012,10,0.202945,0.211389,0,2,2,4,1
FLW,,,0.002048,4,4,8,0.666667,0.000189,10,0.23248,0.24451,0.000064,4,4,8,1
HOR,,,0.009028,5,5,10,0.6,0.000208,9,0.25458,0.271486,0.000532,6,6,12,1
CWA,,,0.020683,3,3,6,1,0.000098,9,0.274799,0.292481,0,5,5,10,8
GPB,,,0.000637,1,1,2,0,0.000074,11,0.206393,0.215972,0,1,1,2,9
XAP,,,0.002567,4,4,8,1,0.000163,10,0.219528,0.232916,0,5,5,10,9
VLY,,,0.001547,1,1,2,0,0.000058,10,0.22455,0.236006,0,1,1,2,1
CXB,,,0.002021,1,1,2,0,0.000069,10,0.238388,0.251296,0,3,3,6,7
CXH,,,0.000156,1,1,2,0,0.000144,11,0.172273,0.176183,0,1,1,2,20
YWH,,,0.000304,2,2,4,0,0.000234,10,0.208116,0.214992,0.000289,2,2,4,20
CXI,,,0.003511,2,2,4,1,0.000102,10,0.253205,0.266695,0,4,4,8,7
CXR,,,0.013054,4,4,8,0.833333,0.000126,10,0.261742,0.28388,0.000003,7,7,14,12
CYB,,,0.008082,3,2,5,0.666667,0.000136,10,0.228748,0.239371,0.000015,3,2,5,8
LYB,,,0.001769,2,2,4,1,0.000124,10,0.228748,0.239371,0,2,2,4,8
CYO,,,0.007848,2,3,5,0.416667,0.000083,9,0.265906,0.283417,0.000004,2,3,5,8
SCU,,,0.019631,5,4,9,0.52381,0.000136,9,0.2834,0.302235,0.000011,6,5,11,8
CYP,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,1,1,2,12
CYS,,,0.005973,2,2,4,0,0.000162,9,0.255698,0.270888,0.000576,6,6,12,8
WRL,,,0.000235,1,1,2,0,0.000113,10,0.203642,0.210931,0,3,3,6,8
CYX,,,0.000867,1,1,2,0,0.000072,10,0.221675,0.233534,0,2,2,4,3
CYZ,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,1,1,2,12
CZH,,,0.000365,2,2,4,1,0.000153,11,0.186998,0.192629,0,3,3,6,15
ORZ,,,0.000365,2,2,4,1,0.000153,11,0.186998,0.192629,0,2,2,4,15
CZS,,,0.000181,1,1,2,0,0.000101,11,0.188417,0.195382,0,1,1,2,9
JSR,,,0.002021,1,1,2,0,0.000069,10,0.238388,0.251296,0,3,3,6,7
SPD,,,0.002021,1,2,3,0.5,0.000069,10,0.238421,0.251494,0.000288,1,2,3,7
DLI,,,0.006015,3,3,6,1,0.000107,10,0.246803,0.262146,0,5,5,10,12
HPH,,,0.003713,2,2,4,1,0.000086,10,0.24664,0.261702,0,4,4,8,12
PXU,,,0.006015,3,3,6,1,0.000107,10,0.246803,0.262146,0,3,3,6,12
ELD,,,0.003163,3,2,5,0.333333,0.000126,10,0.223228,0.233425,0.000001,3,2,5,8
MAF,,,0.029425,7,6,13,0.666667,0.000172,9,0.280762,0.300133,0.000004,9,8,17,8
DZA,,,0.016302,10,7,17,0.377778,0.00033,10,0.237533,0.251338,0.000127,15,15,30,4
HAH,,,0.004008,6,7,13,0.404762,0.000214,10,0.246029,0.262738,0.000009,10,10,20,4
MBI,,,0.00087,1,1,2,0,0.000068,10,0.231476,0.242955,0,1,1,2,4
MYW,,,0.00087,1,1,2,0,0.000068,10,0.231476,0.242955,0,1,1,2,4
DAU,,,0.001205,3,3,6,0.666667,0.000169,10,0.224162,0.235939,0,4,4,8,7
LAE,,,0.002379,9,9,18,0.388889,0.000488,10,0.224251,0.236827,0.000002,11,11,22,7
UNG,,,0.001156,3,4,7,0.666667,0.000181,10,0.224177,0.236087,0,4,5,9,7
DAV,,,0.002332,2,2,4,0,0.000157,10,0.240134,0.252702,0.003869,2,2,4,2
DBA,,,0.000273,1,1,2,1,0.000066,10,0.240305,0.252621,0,1,1,2,6
DBQ,,,0.009166,1,1,2,0,0.000062,9,0.273752,0.29026,0,2,2,4,8
OSI,,,0.015867,4,4,8,0.583333,0.000096,9,0.242131,0.261435,0,4,4,8,1
DCN,,,0.001327,1,1,2,0,0.000077,10,0.23427,0.246893,0,2,2,4,7
DDC,,,0.00606,2,2,4,1,0.000114,9,0.255678,0.270838,0,4,6,10,8
LBL,,,0.00606,2,2,4,1,0.000114,9,0.255678,0.270838,0,4,6,10,8
DDG,,,0.018117,3,3,6,1,0.000091,9,0.275291,0.295226,0,5,5,10,12
DEA,,,0.006492,3,2,5,1,0.000102,10,0.24487,0.260231,0,3,2,5,6
DEB,,,0.008381,2,2,4,0,0.000068,9,0.236022,0.251611,0,2,2,4,1
DEC,,,0.012644,2,2,4,1,0.000081,9,0.27404,0.290976,0,2,2,4,8
DED,,,0.00561,2,2,4,1,0.000088,10,0.258358,0.274031,0,5,5,10,6
DEE,,,0.00066,1,1,2,0,0.000074,10,0.225223,0.235933,0,1,1,2,3
DEF,,,0.000554,1,1,2,0,0.000082,11,0.185897,0.194138,0,1,1,2,6
DHM,,,0.004997,1,1,2,0,0.000065,10,0.258338,0.273882,0,2,2,4,6
GOP,,,0.004997,1,1,2,0,0.000065,10,0.258338,0.273882,0,2,2,4,6
HEA,,,0.009257,4,4,8,0.5,0.000124,9,0.262904,0.279841,0.000004,6,6,12,6
IXL,,,0.00559,3,3,6,1,0.000127,10,0.258378,0.274179,0,6,6,12,6
KBL,,,0.041944,13,15,28,0.371429,0.000304,9,0.289747,0.313622,0.000048,26,28,54,6
KDH,,,0.016376,4,4,8,0.833333,0.000122,9,0.283472,0.302819,0.000003,5,5,10,6
KNU,,,0.004997,1,1,2,0,0.000065,10,0.258338,0.273882,0,1,1,2,6
KUU,,,0.004997,1,1,2,0,0.000065,10,0.258338,0.273882,0,1,1,2,6
LUH,,,0.004997,1,1,2,0,0.000065,10,0.258338,0.273882,0,1,1,2,6
DIK,,,0.011244,2,2,4,1,0.000085,9,0.259291,0.275452,0,2,2,4,8
DRO,,,0.0173,3,3,6,1,0.000103,9,0.272383,0.289996,0,5,5,10,8
EAR,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
EGE,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
FAT,,,0.0539,11,11,22,0.927273,0.000252,9,0.289449,0.310162,0.000002,20,20,40,8
FCA,,,0.025716,5,5,10,1,0.000144,9,0.269944,0.287909,0,5,5,10,8
GCC,,,0.009909,3,3,6,1,0.00012,9,0.257806,0.273453,0,3,3,6,8
GJT,,,0.033922,6,6,12,1,0.000158,9,0.281042,0.300725,0,8,8,16,8
GUC,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
HDN,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
HLN,,,0.015578,4,5,9,1,0.000128,9,0.268357,0.286043,0,4,5,9,8
ILG,,,0.026395,6,6,12,0.866667,0.000146,9,0.270723,0.289436,0,6,6,12,8
ISN,,,0.011244,2,2,4,1,0.000085,9,0.259291,0.275452,0,2,2,4,8
JAC,,,0.009615,2,2,4,1,0.000086,9,0.257786,0.273305,0,2,2,4,8
KOA,,,0.0408,11,11,22,0.745455,0.000283,9,0.285847,0.305159,0.000054,21,20,41,8
LAR,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
LBF,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
LIH,,,0.044078,11,11,22,0.890909,0.000262,9,0.285871,0.305209,0.000001,21,21,42,8
LNK,,,0.02041,3,3,6,1,0.000102,9,0.275944,0.294761,0,3,3,6,8
MCK,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
MFR,,,0.037263,7,7,14,1,0.00018,9,0.284787,0.303321,0,9,9,18,8
MRY,,,0.033189,6,6,12,1,0.000154,9,0.283187,0.301396,0,10,10,20,8
MTJ,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
OGG,,,0.06685,21,21,42,0.502381,0.000574,9,0.293678,0.316891,0.001343,42,42,84,8
ONT,,,0.061303,15,14,29,0.780952,0.000322,9,0.288485,0.309944,0.000008,26,24,50,8
PGA,,,0.010569,4,4,8,0.166667,0.000203,9,0.255969,0.271776,0.00058,6,6,12,8
PUB,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
RDM,,,0.031588,6,6,12,1,0.000163,9,0.284044,0.301999,0,8,8,16,8
RIW,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
RKS,,,0.009909,3,3,6,1,0.00012,9,0.257806,0.273453,0,3,3,6,8
SAF,,,0.020748,3,3,6,1,0.000104,9,0.285702,0.30416,0,6,6,12,8
SBA,,,0.032135,6,6,12,1,0.00016,9,0.283949,0.301801,0,8,8,16,8
SGU,,,0.009615,2,2,4,1,0.000086,9,0.257786,0.273305,0,2,2,4,8
SHR,,,0.005824,1,1,2,0,0.000066,9,0.255659,0.27069,0,1,1,2,8
YMM,,,0.023801,7,7,14,0.52381,0.000238,9,0.287331,0.3063,0.000584,13,12,25,8
YQR,,,0.044686,9,9,18,1,0.000239,9,0.291901,0.313456,0,17,16,33,8
YWG,,,0.055309,23,23,46,0.274704,0.000883,9,0.29654,0.320526,0.012712,40,41,81,8
YXE,,,0.044686,9,9,18,1,0.000239,9,0.291901,0.313456,0,15,15,30,8
GCK,,,0.007138,1,1,2,0,0.000063,10,0.266283,0.283099,0,2,2,4,8
GGG,,,0.007138,1,1,2,0,0.000063,10,0.266283,0.283099,0,2,2,4,8
JLN,,,0.007138,1,1,2,0,0.000063,10,0.266283,0.283099,0,2,2,4,8
LAW,,,0.007138,1,1,2,0,0.000063,10,0.266283,0.283099,0,2,2,4,8
LCH,,,0.014294,2,2,4,1,0.000081,10,0.273242,0.291682,0,3,3,6,8
LRD,,,0.019968,3,3,6,1,0.000098,10,0.278378,0.296922,0,4,4,8,8
MFE,,,0.024768,5,5,10,0.9,0.000145,10,0.279045,0.298526,0.000001,6,6,12,8
MHK,,,0.016304,2,2,4,1,0.000081,9,0.281089,0.298857,0,4,4,8,8
MLM,,,0.03656,7,7,14,0.619048,0.000178,9,0.287943,0.307659,0.000003,10,10,20,8
MZT,,,0.027842,9,9,18,0.638889,0.00023,9,0.285051,0.304259,0.000045,15,15,30,8
ROW,,,0.007138,1,1,2,0,0.000063,10,0.266283,0.283099,0,2,2,4,8
SJT,,,0.007138,1,1,2,0,0.000063,10,0.266283,0.283099,0,2,2,4,8
SPI,,,0.017827,4,0,4,0.166667,0.000119,0,0,0,0,5,0,5,8
SPS,,,0.007138,1,1,2,0,0.000063,10,0.266283,0.283099,0,2,2,4,8
TXK,,,0.007138,1,1,2,0,0.000063,10,0.266283,0.283099,0,2,2,4,8
TYR,,,0.014294,2,2,4,1,0.000081,10,0.273242,0.291682,0,3,3,6,8
ZCL,,,0.023312,5,5,10,0.5,0.000142,9,0.285099,0.303913,0.000002,7,7,14,8
INB,,,0.00069,4,2,6,0.666667,0.000273,11,0.186988,0.192555,0,4,2,6,15
SVK,,,0.000376,2,3,5,0.833333,0.00014,11,0.187009,0.192753,0,2,3,5,15
DGO,,,0.019975,4,4,8,0.666667,0.000125,9,0.285654,0.303484,0.000002,5,5,10,8
DHB,,,0.000311,2,2,4,0,0.000294,12,0.147065,0.149924,0.000578,2,2,4,20
RCE,,,0.000311,2,2,4,0,0.000265,11,0.172379,0.176574,0.000867,2,2,4,20
WSX,,,0.000304,2,2,4,0,0.000324,13,0.128225,0.1303,0.000289,2,2,4,20
DHI,,,0.001647,1,1,2,0,0.000072,10,0.233557,0.246551,0,1,1,2,7
DIE,,,0.002136,5,5,10,0.7,0.000225,10,0.231825,0.243414,0.000001,5,5,10,4
NOS,,,0.001971,4,4,8,1,0.00018,10,0.231809,0.243266,0,4,4,8,4
SVB,,,0.001099,3,3,6,0.666667,0.000158,10,0.231238,0.242353,0,3,3,6,4
DIJ,,,0.003967,1,1,2,0,0.000059,10,0.236999,0.250649,0,1,1,2,1
DIL,,,0.007875,3,3,6,1,0.000124,9,0.260109,0.279217,0,4,4,8,7
DIN,,,0.002302,1,1,2,0,0.000065,10,0.242479,0.256295,0,1,1,2,12
PBD,,,0.000198,1,1,2,0.5,0.0001,10,0.249538,0.264892,0.000288,2,2,4,6
DIW,,,0.000188,1,1,2,0,0.000111,11,0.197047,0.204345,0,1,1,2,6
TMR,,,0.00081,4,4,8,0.25,0.000219,10,0.245439,0.260419,0.000254,4,4,8,1
MKQ,,,0.000248,1,1,2,0,0.000098,11,0.192652,0.200639,0,3,3,6,7
OKL,,,0.000248,1,1,2,0,0.000098,11,0.192652,0.200639,0,1,1,2,7
TIM,,,0.002371,3,3,6,0.666667,0.000163,10,0.23048,0.244917,0.000008,4,4,8,7
WMX,,,0.000248,1,1,2,0,0.000098,11,0.192652,0.200639,0,1,1,2,7
ZIG,,,0.001911,1,2,3,0.5,0.000062,10,0.239793,0.25281,0.000288,1,2,3,4
GOU,,,0.001765,2,2,4,0.833333,0.00011,10,0.22669,0.238039,0,2,2,4,4
MVR,,,0.000981,1,1,2,1,0.000064,10,0.223776,0.233627,0,1,1,2,4
JMU,,,0.025613,7,7,14,0.714286,0.00016,9,0.276147,0.297052,0.000001,10,10,20,12
LDS,,,0.004033,2,2,4,1,0.000076,10,0.226113,0.239975,0,2,2,4,12
MDG,,,0.029585,6,6,12,0.933333,0.000139,9,0.279761,0.300637,0,10,10,20,12
SHP,,,0.012612,4,4,8,1,0.000106,9,0.26643,0.284206,0,7,7,14,12
DLE,,,0.015114,3,3,6,0.666667,0.000084,9,0.255041,0.2723,0,3,3,6,1
DLY,,,0.000561,2,2,4,1,0.000169,11,0.204024,0.21336,0,2,2,4,7
IPA,,,0.000736,3,3,6,0.666667,0.000247,11,0.204073,0.213656,0,3,3,6,7
DOK,,,0.067725,12,12,24,0.469697,0.000225,9,0.288632,0.315599,0.000023,15,15,30,3
DYR,,,0.008061,2,2,4,1,0.000085,10,0.25533,0.275162,0,2,2,4,3
EGO,,,0.021137,9,9,18,0.5,0.000194,9,0.25935,0.280496,0,11,11,22,3
ESL,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
FEG,,,0.020964,6,6,12,0.866667,0.000144,9,0.260049,0.281113,0,7,7,14,3
GBB,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
GDX,,,0.00993,4,4,8,1,0.000137,10,0.255678,0.276149,0,6,6,12,3
GOJ,,,0.054158,15,15,30,0.457143,0.000289,9,0.293015,0.317428,0.000044,18,18,36,3
GRV,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
HMA,,,0.015103,8,8,16,0.678571,0.000202,10,0.256591,0.277566,0.000011,8,8,16,3
IJK,,,0.015455,3,3,6,1,0.000097,9,0.259012,0.279435,0,4,4,8,3
KEJ,,,0.015172,2,2,4,0,0.000078,9,0.268634,0.288323,0,3,3,6,3
KQT,,,0.018325,5,4,9,0.547619,0.000137,10,0.240168,0.254603,0.000006,5,4,9,3
KRO,,,0.009816,2,2,4,1,0.00008,10,0.256183,0.276258,0,2,2,4,3
KSQ,,,0.015763,3,3,6,1,0.000096,9,0.259789,0.280357,0,5,5,10,3
KVD,,,0.027005,5,4,9,0.55,0.000163,9,0.278653,0.301712,0.000289,5,4,9,3
KVK,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
LLK,,,0.012678,2,2,4,1,0.00008,9,0.258734,0.278803,0,2,2,4,3
LWN,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
MCX,,,0.015219,4,4,8,0.833333,0.000114,9,0.258853,0.279296,0,4,4,8,3
MJZ,,,0.012916,6,6,12,0.866667,0.000181,10,0.256241,0.277058,0,8,9,17,3
NBC,,,0.039073,7,7,14,0.809524,0.000161,9,0.279947,0.30381,0.000001,7,7,14,3
NCU,,,0.013802,3,3,6,0.666667,0.000096,10,0.264884,0.284623,0,4,4,8,3
NJC,,,0.023251,9,9,18,0.611111,0.000217,9,0.269105,0.289927,0.000005,14,14,28,3
NOJ,,,0.011906,5,5,10,0.8,0.000144,10,0.25626,0.276752,0,5,5,10,3
NOZ,,,0.015172,2,2,4,0,0.000078,9,0.268634,0.288323,0,2,2,4,3
NUX,,,0.028704,10,10,20,0.577778,0.000225,9,0.269966,0.291457,0.000008,16,16,32,3
NVI,,,0.015763,3,3,6,1,0.000096,9,0.259789,0.280357,0,6,6,12,3
NYM,,,0.015855,7,7,14,0.571429,0.000186,10,0.263952,0.284056,0.000008,8,8,16,3
ODS,,,0.076706,12,12,24,0.590909,0.000221,9,0.2893,0.316784,0.000005,19,18,37,3
OGZ,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
OSW,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
PED,,,0.012678,2,2,4,1,0.00008,9,0.258734,0.278803,0,2,2,4,3
PEE,,,0.029381,5,5,10,0.55,0.000122,9,0.272559,0.294068,0,6,6,12,3
PES,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
PEZ,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
PKC,,,0.017121,4,4,8,0.833333,0.000121,9,0.268912,0.289063,0,6,6,12,3
PYJ,,,0.010647,4,4,8,1,0.000133,10,0.256066,0.276416,0,5,5,10,3
REN,,,0.023359,6,6,12,0.466667,0.000158,9,0.269406,0.289744,0.000016,7,8,15,3
RGK,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
RMI,,,0.008843,2,2,4,1,0.000078,10,0.254216,0.273593,0,3,3,6,3
RTW,,,0.019751,5,5,10,0.8,0.000124,9,0.260954,0.282712,0,5,5,10,3
SGC,,,0.028671,12,12,24,0.5,0.000258,9,0.27016,0.291546,0.000003,14,14,28,3
SIP,,,0.027149,5,5,10,0.9,0.000124,9,0.268912,0.289187,0,7,7,14,3
SKD,,,0.01808,5,6,11,0.933333,0.000133,9,0.26021,0.281507,0,7,8,15,3
SKX,,,0.012678,2,2,4,1,0.00008,9,0.258734,0.278803,0,2,2,4,3
SLY,,,0.014364,8,8,16,0.535714,0.000244,10,0.256611,0.277615,0.000576,8,8,16,3
STW,,,0.020598,3,3,6,0.333333,0.000093,9,0.271049,0.292261,0,4,4,8,3
TGK,,,0.007039,1,1,2,0,0.000063,10,0.253567,0.272621,0,1,1,2,3
TJM,,,0.035261,19,18,37,0.304094,0.000431,9,0.269599,0.291728,0.000102,23,22,45,3
TJU,,,0.015455,3,4,7,0.75,0.000097,9,0.259032,0.279583,0,6,7,13,3
TMJ,,,0.010125,2,2,4,1,0.000079,10,0.257099,0.277344,0,2,2,4,3
TOF,,,0.017067,4,4,8,0.666667,0.000117,9,0.268848,0.28894,0,5,5,10,3
UFA,,,0.05793,19,19,38,0.426901,0.000378,9,0.282831,0.30955,0.000061,23,23,46,3
UKS,,,0.011863,2,2,4,1,0.000077,10,0.255911,0.275774,0,2,2,4,3
ULV,,,0.009816,2,2,4,1,0.00008,10,0.256183,0.276258,0,2,2,4,3
